,Year,Jurisdiction,Month_index,Month,Number,Area (hectares),area per fire
1847,2003,Ontario,5,May,121,956.3000005,7.903305789256199
1848,2003,Ontario,6,June,286,308517.3,1078.7318181818182
1849,2003,Ontario,7,July,133,4480.9,33.69097744360902
1850,2003,Ontario,8,August,202,4370.600001,21.63663366831683
1851,2003,Ontario,9,September,31,74.89999991,2.4161290293548388
1852,2004,Ontario,10,October,18,22.69999994,1.261111107777778
1853,2004,Ontario,4,April,34,1286.399998,37.835294058823536
1854,2004,Ontario,5,May,64,32.10000002,0.5015625003125
1855,2004,Ontario,6,June,79,57.30000074,0.7253164650632912
1856,2004,Ontario,7,July,101,93.00000019,0.9207920810891088
1857,2004,Ontario,8,August,98,31.8000003,0.32448979897959185
1858,2004,Ontario,9,September,40,94.29999999,2.35749999975
1859,2005,Ontario,10,October,14,12.60000006,0.9000000042857143
1860,2005,Ontario,11,November,3,0.300000004,0.10000000133333332
1861,2005,Ontario,4,April,86,196.9000013,2.2895348988372093
1862,2005,Ontario,5,May,159,1471.800001,9.256603779874215
1863,2005,Ontario,6,June,194,14070.9,72.53041237113402
1864,2005,Ontario,7,July,597,11027.9,18.47219430485762
1865,2005,Ontario,8,August,694,15451.3,22.264121037463976
1866,2005,Ontario,9,September,212,106.9000003,0.5042452844339623
1867,2006,Ontario,0,Unspecified,1,0.100000001,0.100000001
1868,2006,Ontario,1,January,1,0.300000012,0.300000012
1869,2006,Ontario,10,October,19,8.100000076,0.42631579347368426
1870,2006,Ontario,11,November,2,3.699999988,1.849999994
1871,2006,Ontario,3,March,3,100.3,33.43333333333333
1872,2006,Ontario,4,April,83,170.3999986,2.0530120313253013
1873,2006,Ontario,5,May,150,551.8000001,3.6786666673333337
1874,2006,Ontario,6,June,273,11462.2,41.98608058608059
1875,2006,Ontario,7,July,593,20572.5,34.692242833052276
1876,2006,Ontario,8,August,500,55649.2,111.2984
1877,2006,Ontario,9,September,658,61103.00001,92.86170214285715
1878,2007,Ontario,0,Unspecified,1,25.0,25.0
1879,2007,Ontario,10,October,5,3.400000006,0.6800000012
1880,2007,Ontario,11,November,1,0.100000001,0.100000001
1881,2007,Ontario,2,February,2,0.300000004,0.150000002
1882,2007,Ontario,3,March,15,2.900000043,0.19333333619999998
1883,2007,Ontario,4,April,105,246.9999991,2.3523809438095236
1884,2007,Ontario,5,May,235,33394.3,142.10340425531916
1885,2007,Ontario,6,June,91,2517.9,27.66923076923077
1886,2007,Ontario,7,July,201,4099.5,20.395522388059703
1887,2007,Ontario,8,August,423,369.6000017,0.8737588692671395
1888,2007,Ontario,9,September,48,16.80000016,0.3500000033333333
1889,2008,Ontario,10,October,9,4.100000016,0.45555555733333336
1890,2008,Ontario,11,November,1,0.200000003,0.200000003
1891,2008,Ontario,4,April,29,53.00000002,1.827586207586207
1892,2008,Ontario,5,May,78,49.10000023,0.6294871824358974
1893,2008,Ontario,6,June,33,280.0000001,8.48484848787879
1894,2008,Ontario,7,July,35,26.10000005,0.7457142871428571
1895,2008,Ontario,8,August,132,899.5000002,6.814393940909091
1896,2008,Ontario,9,September,23,4.399999991,0.19130434743478258
1897,2009,Ontario,10,October,5,0.500000007,0.10000000140000001
1898,2009,Ontario,4,April,24,65.99999902,2.749999959166667
1899,2009,Ontario,5,May,110,173.4000008,1.5763636436363635
1900,2009,Ontario,6,June,140,20401.5,145.725
1901,2009,Ontario,7,July,42,14.40000015,0.34285714642857146
1902,2009,Ontario,8,August,20,2.700000048,0.1350000024
1903,2009,Ontario,9,September,46,32.10000014,0.69782609
1904,2010,Ontario,10,October,23,43.0000001,1.8695652217391305
1905,2010,Ontario,11,November,2,0.200000003,0.1000000015
1906,2010,Ontario,3,March,34,569.3999993,16.747058802941176
1907,2010,Ontario,4,April,197,317.3999993,1.6111675091370559
1908,2010,Ontario,5,May,334,10969.6,32.84311377245509
1909,2010,Ontario,6,June,83,1455.9,17.540963855421687
1910,2010,Ontario,7,July,166,1261.0,7.596385542168675
1911,2010,Ontario,8,August,80,206.2000003,2.57750000375
1912,2010,Ontario,9,September,12,1.50000003,0.1250000025
1913,2011,Ontario,0,Unspecified,1,0.400000006,0.400000006
1914,2011,Ontario,10,October,58,277.8000003,4.789655177586207
1915,2011,Ontario,11,November,4,1.00000003,0.2500000075
1916,2011,Ontario,12,December,3,0.400000006,0.13333333533333333
1917,2011,Ontario,4,April,30,26.9999999,0.8999999966666666
1918,2011,Ontario,5,May,145,1443.5,9.955172413793104
1919,2011,Ontario,6,June,129,160162.4,1241.568992248062
1920,2011,Ontario,7,July,397,469315.2,1182.1541561712847
1921,2011,Ontario,8,August,400,3435.800001,8.5895000025
1922,2011,Ontario,9,September,170,711.1999998,4.1835294105882355
1923,2012,Ontario,1,January,1,0.100000001,0.100000001
1924,2012,Ontario,10,October,13,1.600000024,0.12307692492307692
1925,2012,Ontario,11,November,2,0.200000003,0.1000000015
1926,2012,Ontario,3,March,14,53.90000035,3.850000025
1927,2012,Ontario,4,April,136,295.5999986,2.173529401470588
1928,2012,Ontario,5,May,273,48556.8,177.86373626373629
1929,2012,Ontario,6,June,125,4200.500001,33.604000008
1930,2012,Ontario,7,July,708,96516.9,136.32330508474575
1931,2012,Ontario,8,August,180,213.7000002,1.1872222233333334
1932,2012,Ontario,9,September,168,2916.100001,17.357738101190474
1933,2013,Ontario,10,October,8,0.800000012,0.1000000015
1934,2013,Ontario,4,April,18,44.30000074,2.461111152222222
1935,2013,Ontario,5,May,140,413.2,2.9514285714285715
1936,2013,Ontario,6,June,122,23873.7,195.6860655737705
1937,2013,Ontario,7,July,168,26633.9,158.53511904761905
1938,2013,Ontario,8,August,105,101.2000007,0.9638095304761906
1939,2013,Ontario,9,September,20,22.90000003,1.1450000015000001
1940,2014,Ontario,10,October,6,300.5,50.083333333333336
1941,2014,Ontario,3,March,1,0.100000001,0.100000001
1942,2014,Ontario,4,April,5,125.9000004,25.18000008
1943,2014,Ontario,5,May,53,49.20000011,0.9283018888679245
1944,2014,Ontario,6,June,73,3152.8,43.18904109589042
1945,2014,Ontario,7,July,86,1945.4,22.62093023255814
1946,2014,Ontario,8,August,77,191.1000001,2.481818183116883
1947,2014,Ontario,9,September,7,380.5,54.357142857142854
1948,2015,Ontario,10,October,14,1.600000031,0.1142857165
1949,2015,Ontario,12,December,1,0.100000001,0.100000001
1950,2015,Ontario,3,March,2,117.3000002,58.6500001
1951,2015,Ontario,4,April,64,373.9000003,5.8421875046875
1952,2015,Ontario,5,May,125,2477.100001,19.816800007999998
1953,2015,Ontario,6,June,132,33902.2,256.83484848484846
1954,2015,Ontario,7,July,165,2459.700001,14.907272733333334
1955,2015,Ontario,8,August,113,74.30000033,0.6575221268141593
1956,2015,Ontario,9,September,55,3317.6,60.32
1957,2016,Ontario,10,October,11,3031.7,275.60909090909087
1958,2016,Ontario,11,November,4,30.60000001,7.6500000025
1959,2016,Ontario,3,March,2,79.1,39.55
1960,2016,Ontario,4,April,38,33.4999999,0.8815789447368421
1961,2016,Ontario,5,May,176,81166.1,461.17102272727277
1962,2016,Ontario,6,June,139,323.4000003,2.3266187071942444
1963,2016,Ontario,7,July,145,1370.300002,9.45034484137931
1964,2016,Ontario,8,August,112,169.0000004,1.508928575
1965,2016,Ontario,9,September,21,5.100000016,0.24285714361904762
1966,2017,Ontario,10,October,30,493.4000002,16.446666673333333
1967,2017,Ontario,3,March,3,94.2,31.400000000000002
1968,2017,Ontario,4,April,23,25.79999968,1.1217391165217392
1969,2017,Ontario,5,May,46,29.30000024,0.6369565269565217
1970,2017,Ontario,6,June,40,20645.9,516.1475
1971,2017,Ontario,7,July,230,73383.1,319.05695652173915
1972,2017,Ontario,8,August,369,17507.1,47.444715447154465
1973,2017,Ontario,9,September,38,603.5000003,15.881578955263159
1974,2018,Ontario,4,April,18,143.9999997,7.999999983333333
1975,2018,Ontario,5,May,190,4038.300002,21.254210536842105
1976,2018,Ontario,6,June,245,77069.1,314.56775510204085
1977,2018,Ontario,7,July,521,166056.3,318.726103646833
1978,2018,Ontario,8,August,299,18206.6,60.891638795986616
1979,2018,Ontario,9,September,55,175.7000002,3.1945454581818185
1980,2019,Ontario,10,October,4,0.400000006,0.1000000015
1981,2019,Ontario,4,April,19,98.30000004,5.173684212631579
1982,2019,Ontario,5,May,58,3990.200001,68.79655174137932
1983,2019,Ontario,6,June,103,256939.3,2494.5563106796117
1984,2019,Ontario,7,July,152,8539.000001,56.17763158552632
1985,2019,Ontario,8,August,193,154.6000004,0.8010362715025907
1986,2019,Ontario,9,September,9,3.400000013,0.3777777792222222
1987,1990,Parks Canada,5,May,4,11.6,2.9
1988,1990,Parks Canada,6,June,18,74.8,4.155555555555555
1989,1990,Parks Canada,7,July,24,24068.8,1002.8666666666667
1990,1990,Parks Canada,8,August,19,645.1,33.95263157894737
1991,1991,Parks Canada,10,October,1,0.1,0.1
1992,1991,Parks Canada,5,May,4,210.3,52.575
1993,1991,Parks Canada,6,June,3,1.5,0.5
1994,1991,Parks Canada,7,July,6,15.5,2.5833333333333335
1995,1991,Parks Canada,8,August,6,802.2,133.70000000000002
1996,1991,Parks Canada,9,September,1,0.1,0.1
1997,1992,Parks Canada,7,July,5,13.3,2.66
1998,1993,Parks Canada,3,March,1,350.0,350.0
1999,1993,Parks Canada,5,May,1,1.0,1.0
2000,1993,Parks Canada,6,June,28,1249.6,44.628571428571426
2001,1993,Parks Canada,7,July,4,31.2,7.8
2002,1994,Parks Canada,5,May,1,829.0,829.0
2003,1994,Parks Canada,6,June,25,37525.4,1501.016
2004,1994,Parks Canada,7,July,13,19702.4,1515.569230769231
2005,1994,Parks Canada,8,August,13,8636.7,664.3615384615385
2006,1994,Parks Canada,9,September,2,451.0,225.5
2007,1995,Parks Canada,11,November,1,0.4,0.4
2008,1995,Parks Canada,5,May,3,379.8,126.60000000000001
2009,1995,Parks Canada,6,June,5,2865.6,573.12
2010,1995,Parks Canada,7,July,2,1159.0,579.5
2011,1996,Parks Canada,6,June,18,13630.6,757.2555555555556
2012,1996,Parks Canada,7,July,3,5.0,1.6666666666666667
2013,1996,Parks Canada,8,August,1,0.1,0.1
2014,1997,Parks Canada,6,June,2,13.0,6.5
2015,1997,Parks Canada,7,July,5,186.0,37.2
2016,1998,Parks Canada,10,October,1,200.0,200.0
2017,1998,Parks Canada,5,May,10,305.6,30.560000000000002
2018,1998,Parks Canada,6,June,12,10022.4,835.1999999999999
2019,1998,Parks Canada,7,July,11,10741.2,976.4727272727273
2020,1998,Parks Canada,8,August,8,6724.0,840.5
2021,1998,Parks Canada,9,September,1,15.0,15.0
2022,1999,Parks Canada,3,March,1,0.3,0.3
2023,1999,Parks Canada,5,May,2,1875.0,937.5
2024,1999,Parks Canada,6,June,6,66845.1,11140.85
2025,1999,Parks Canada,7,July,5,170.1,34.019999999999996
2026,1999,Parks Canada,9,September,2,600.0,300.0
2027,2000,Parks Canada,1,January,1,1.0,1.0
2028,2000,Parks Canada,10,October,5,80.1,16.02
2029,2000,Parks Canada,3,March,5,1581.5,316.3
2030,2000,Parks Canada,4,April,10,2017.55,201.755
2031,2000,Parks Canada,5,May,15,1798.01,119.86733333333333
2032,2000,Parks Canada,6,June,20,1129.33,56.466499999999996
2033,2000,Parks Canada,7,July,41,5389.16,131.4429268292683
2034,2000,Parks Canada,8,August,27,933.73,34.58259259259259
2035,2000,Parks Canada,9,September,4,77.04,19.26
2036,2001,Parks Canada,1,January,2,0.7,0.35
2037,2001,Parks Canada,10,October,2,122.0,61.0
2038,2001,Parks Canada,11,November,1,0.1,0.1
2039,2001,Parks Canada,3,March,1,0.5,0.5
2040,2001,Parks Canada,4,April,9,151.6,16.844444444444445
2041,2001,Parks Canada,5,May,29,2509.366,86.52986206896551
2042,2001,Parks Canada,6,June,12,5446.321,453.8600833333333
2043,2001,Parks Canada,7,July,28,8390.816,299.672
2044,2001,Parks Canada,8,August,32,6910.182,215.9431875
2045,2001,Parks Canada,9,September,12,1461.46,121.78833333333334
2046,2002,Parks Canada,1,January,1,0.3,0.3
2047,2002,Parks Canada,10,October,1,40.0,40.0
2048,2002,Parks Canada,11,November,3,0.21,0.06999999999999999
2049,2002,Parks Canada,12,December,1,0.1,0.1
2050,2002,Parks Canada,2,February,2,0.11,0.055
2051,2002,Parks Canada,3,March,1,0.5,0.5
2052,2002,Parks Canada,4,April,4,1271.1,317.775
2053,2002,Parks Canada,5,May,18,437.18,24.287777777777777
2054,2002,Parks Canada,6,June,29,4171.0,143.82758620689654
2055,2002,Parks Canada,7,July,23,2834.3,123.2304347826087
2056,2002,Parks Canada,8,August,16,103.12,6.445
2057,2002,Parks Canada,9,September,4,26.3,6.575
2058,2003,Parks Canada,1,January,1,100.0,100.0
2059,2003,Parks Canada,10,October,1,45.0,45.0
2060,2003,Parks Canada,3,March,1,6.2,6.2
2061,2003,Parks Canada,4,April,8,8552.7,1069.0875
2062,2003,Parks Canada,5,May,8,28512.95,3564.11875
2063,2003,Parks Canada,6,June,21,1423.3,67.77619047619048
2064,2003,Parks Canada,7,July,31,108524.2,3500.78064516129
2065,2003,Parks Canada,8,August,50,4644.55,92.891
2066,2003,Parks Canada,9,September,8,139.551,17.443875
2067,2004,Parks Canada,10,October,3,6.75,2.25
2068,2004,Parks Canada,3,March,1,0.3,0.3
2069,2004,Parks Canada,4,April,7,3135.1,447.87142857142857
2070,2004,Parks Canada,5,May,5,5.242,1.0484
2071,2004,Parks Canada,6,June,17,100812.4006,5930.141211764705
2072,2004,Parks Canada,7,July,55,88153.83,1602.7969090909091
2073,2004,Parks Canada,8,August,12,6616.02,551.335
2074,2004,Parks Canada,9,September,1,0.1,0.1
2075,2005,Parks Canada,1,January,1,0.1,0.1
2076,2005,Parks Canada,10,October,3,78.1,26.03333333333333
2077,2005,Parks Canada,4,April,14,3301.21,235.8007142857143
2078,2005,Parks Canada,5,May,16,1855.4,115.9625
2079,2005,Parks Canada,6,June,23,28695.51,1247.6308695652174
2080,2005,Parks Canada,7,July,21,2256.0,107.42857142857143
2081,2005,Parks Canada,8,August,25,1048.601,41.94404
2082,2005,Parks Canada,9,September,4,81.1,20.275
2083,2006,Parks Canada,1,January,1,0.01,0.01
2084,2006,Parks Canada,10,October,1,1.5,1.5
2085,2006,Parks Canada,12,December,1,0.4,0.4
2086,2006,Parks Canada,3,March,3,3174.0,1058.0
2087,2006,Parks Canada,4,April,12,2275.25,189.60416666666666
2088,2006,Parks Canada,5,May,16,2480.8,155.05
2089,2006,Parks Canada,6,June,33,8534.0,258.6060606060606
2090,2006,Parks Canada,7,July,55,13759.69,250.17618181818182
2091,2006,Parks Canada,8,August,19,2353.41,123.8636842105263
2092,2006,Parks Canada,9,September,8,257.01,32.12625
2093,2007,Parks Canada,1,January,1,0.01,0.01
2094,2007,Parks Canada,10,October,4,144.04,36.01
2095,2007,Parks Canada,2,February,1,0.02,0.02
2096,2007,Parks Canada,3,March,2,121.0,60.5
2097,2007,Parks Canada,4,April,8,1068.7,133.5875
2098,2007,Parks Canada,5,May,10,214502.6,21450.260000000002
2099,2007,Parks Canada,6,June,9,460.82,51.20222222222222
2100,2007,Parks Canada,7,July,32,7547.93,235.8728125
2101,2007,Parks Canada,8,August,19,2.22,0.1168421052631579
2102,2007,Parks Canada,9,September,9,516.24,57.36
2103,2008,Parks Canada,0,Unspecified,85,19815.312,233.12131764705885
2104,2008,Parks Canada,1,January,5,48.7,9.74
2105,2008,Parks Canada,10,October,1,4.0,4.0
2106,2008,Parks Canada,11,November,4,134.1,33.525
2107,2008,Parks Canada,12,December,5,356.22,71.244
2108,2008,Parks Canada,2,February,2,0.11,0.055
2109,2008,Parks Canada,3,March,6,1738.13,289.68833333333333
2110,2008,Parks Canada,4,April,2,204.0,102.0
2111,2008,Parks Canada,5,May,2,0.11,0.055
2112,2008,Parks Canada,6,June,6,16.2,2.6999999999999997
2113,2008,Parks Canada,7,July,2,0.7,0.35
2114,2008,Parks Canada,8,August,3,0.021,0.007
2115,2008,Parks Canada,9,September,5,21.12,4.224
2116,2009,Parks Canada,0,Unspecified,100,38182.615,381.82615
2117,2009,Parks Canada,1,January,7,1437.601,205.37157142857146
2118,2009,Parks Canada,10,October,2,1.6,0.8
2119,2009,Parks Canada,11,November,3,40.101,13.366999999999999
2120,2009,Parks Canada,12,December,7,203.22,29.03142857142857
2121,2009,Parks Canada,2,February,6,1500.41,250.06833333333336
2122,2009,Parks Canada,3,March,5,879.37,175.874
2123,2009,Parks Canada,4,April,4,20.8,5.2
2124,2009,Parks Canada,5,May,5,407.11,81.422
2125,2009,Parks Canada,6,June,1,0.01,0.01
2126,2009,Parks Canada,7,July,5,74.02,14.803999999999998
2127,2009,Parks Canada,8,August,5,114.201,22.8402
2128,2009,Parks Canada,9,September,3,0.52,0.17333333333333334
2129,2010,Parks Canada,1,January,5,110.2,22.04
2130,2010,Parks Canada,10,October,8,24.33,3.04125
2131,2010,Parks Canada,11,November,3,1475.2,491.73333333333335
2132,2010,Parks Canada,12,December,4,2.51,0.6275
2133,2010,Parks Canada,2,February,3,0.301,0.10033333333333333
2134,2010,Parks Canada,3,March,3,384.7,128.23333333333332
2135,2010,Parks Canada,4,April,12,482.81,40.23416666666667
2136,2010,Parks Canada,5,May,9,4018.2404,446.4711555555556
2137,2010,Parks Canada,6,June,28,555.45,19.837500000000002
2138,2010,Parks Canada,7,July,37,865.96,23.404324324324325
2139,2010,Parks Canada,8,August,4,8.11,2.0275
2140,2010,Parks Canada,9,September,8,55.53,6.94125
2141,2011,Parks Canada,10,October,4,113.7,28.425
2142,2011,Parks Canada,11,November,2,0.201,0.1005
2143,2011,Parks Canada,4,April,8,14767.804,1845.9755
2144,2011,Parks Canada,5,May,9,64058.103,7117.567
2145,2011,Parks Canada,6,June,10,6339.303,633.9303
2146,2011,Parks Canada,7,July,21,111.271,5.298619047619048
2147,2011,Parks Canada,8,August,14,1318.907,94.20764285714286
2148,2011,Parks Canada,9,September,26,3266.504,125.63476923076922
2149,2012,Parks Canada,10,October,1,15.0,15.0
2150,2012,Parks Canada,3,March,4,67.21,16.8025
2151,2012,Parks Canada,4,April,5,1049.1,209.82
2152,2012,Parks Canada,5,May,10,115312.4,11531.24
2153,2012,Parks Canada,6,June,10,37160.202,3716.0202
2154,2012,Parks Canada,7,July,40,119013.7821,2975.3445524999997
2155,2012,Parks Canada,8,August,26,1461.092,56.195846153846155
2156,2012,Parks Canada,9,September,12,424.73,35.39416666666667
2157,2013,Parks Canada,10,October,3,0.11,0.03666666666666667
2158,2013,Parks Canada,11,November,2,1.3,0.65
2159,2013,Parks Canada,2,February,1,3.0,3.0
2160,2013,Parks Canada,4,April,7,4843.8,691.9714285714286
2161,2013,Parks Canada,5,May,23,6056.41,263.32217391304346
2162,2013,Parks Canada,6,June,20,27994.61,1399.7305000000001
2163,2013,Parks Canada,7,July,27,19813.7312,733.8418962962962
2164,2013,Parks Canada,8,August,31,1117.7,36.05483870967742
2165,2013,Parks Canada,9,September,8,13.11,1.63875
2166,2014,Parks Canada,1,January,1,9.0,9.0
2167,2014,Parks Canada,11,November,1,8.0,8.0
2168,2014,Parks Canada,4,April,1,42.0,42.0
2169,2014,Parks Canada,5,May,5,2946.0,589.2
2170,2014,Parks Canada,6,June,19,100858.5,5308.3421052631575
2171,2014,Parks Canada,7,July,21,101903.04,4852.525714285714
2172,2014,Parks Canada,8,August,23,64419.302,2800.8392173913044
2173,2014,Parks Canada,9,September,6,131.8611,21.97685
2174,2015,Parks Canada,10,October,1,25.0,25.0
2175,2015,Parks Canada,11,November,1,6.2,6.2
2176,2015,Parks Canada,3,March,1,90.0,90.0
2177,2015,Parks Canada,4,April,11,3559.31,323.57363636363635
2178,2015,Parks Canada,5,May,27,290391.2,10755.22962962963
2179,2015,Parks Canada,6,June,56,165549.61,2956.2430357142853
2180,2015,Parks Canada,7,July,26,2561.5011,98.51927307692307
2181,2015,Parks Canada,8,August,20,1876.3891,93.819455
2182,2015,Parks Canada,9,September,7,970.41,138.63
2183,2016,Parks Canada,10,October,1,0.01,0.01
2184,2016,Parks Canada,11,November,1,21.6,21.6
2185,2016,Parks Canada,3,March,4,620.3538,155.08845
2186,2016,Parks Canada,4,April,12,1784.6101,148.71750833333334
2187,2016,Parks Canada,5,May,10,561.465,56.1465
2188,2016,Parks Canada,6,June,21,7110.9611,338.61719523809523
2189,2016,Parks Canada,7,July,21,672.1702,32.00810476190476
2190,2016,Parks Canada,8,August,11,212.18,19.28909090909091
2191,2016,Parks Canada,9,September,8,196.1501,24.5187625
2192,2017,Parks Canada,1,January,1,0.01,0.01
2193,2017,Parks Canada,10,October,5,30.053,6.0106
2194,2017,Parks Canada,2,February,3,0.367,0.12233333333333334
2195,2017,Parks Canada,3,March,1,147.3,147.3
2196,2017,Parks Canada,4,April,8,833.52,104.19
2197,2017,Parks Canada,5,May,31,28354.642,914.665870967742
2198,2017,Parks Canada,6,June,17,5587.09,328.6523529411765
2199,2017,Parks Canada,7,July,68,61005.6698,897.1422029411765
2200,2017,Parks Canada,8,August,29,4026.2013,138.8345275862069
2201,2017,Parks Canada,9,September,16,19335.06001,1208.441250625
2202,2018,Parks Canada,0,Unspecified,1,0.01,0.01
2203,2018,Parks Canada,1,January,2,0.0101,0.00505
2204,2018,Parks Canada,10,October,3,141.4,47.13333333333333
2205,2018,Parks Canada,11,November,3,4.1,1.3666666666666665
2206,2018,Parks Canada,12,December,1,0.0001,0.0001
2207,2018,Parks Canada,3,March,6,2.107,0.3511666666666667
2208,2018,Parks Canada,4,April,6,72.22,12.036666666666667
2209,2018,Parks Canada,5,May,34,55320.2106,1627.0650176470588
2210,2018,Parks Canada,6,June,27,147.5005,5.462981481481481
2211,2018,Parks Canada,7,July,46,10443.0736,227.02333913043478
2212,2018,Parks Canada,8,August,35,9431.5523,269.47292285714286
2213,2018,Parks Canada,9,September,5,0.041,0.0082
2214,2019,Parks Canada,1,January,3,0.04,0.013333333333333334
2215,2019,Parks Canada,10,October,2,0.201,0.1005
2216,2019,Parks Canada,3,March,2,0.84,0.42
2217,2019,Parks Canada,4,April,9,90.64,10.071111111111112
2218,2019,Parks Canada,5,May,12,81511.26,6792.605
2219,2019,Parks Canada,6,June,13,23659.431,1819.9562307692308
2220,2019,Parks Canada,7,July,34,12796.80001,376.376470882353
2221,2019,Parks Canada,8,August,9,36.7711,4.085677777777778
2222,2019,Parks Canada,9,September,3,0.2101,0.07003333333333334
2223,2018,Prince Edward Island,5,May,7,7.327422169,1.0467745955714285
2224,2018,Prince Edward Island,9,September,1,0.062729291,0.062729291
2225,2019,Prince Edward Island,12,December,1,5.708664754,5.708664754
2226,2019,Prince Edward Island,4,April,1,8.452463488,8.452463488
2227,2019,Prince Edward Island,8,August,1,0.05,0.05
2228,1990,Quebec,10,October,4,40.0,10.0
2229,1990,Quebec,3,March,1,0.0,0.0
2230,1990,Quebec,4,April,59,56.6,0.9593220338983051
2231,1990,Quebec,5,May,214,5704.5,26.656542056074766
2232,1990,Quebec,6,June,139,2917.0,20.985611510791365
2233,1990,Quebec,7,July,178,51866.5,291.38483146067415
2234,1990,Quebec,8,August,138,22719.0,164.6304347826087
2235,1990,Quebec,9,September,118,39.0,0.3305084745762712
2236,1991,Quebec,10,October,6,3.6,0.6
2237,1991,Quebec,11,November,5,0.7,0.13999999999999999
2238,1991,Quebec,3,March,1,0.0,0.0
2239,1991,Quebec,4,April,64,94.2,1.471875
2240,1991,Quebec,5,May,220,1415.6,6.434545454545455
2241,1991,Quebec,6,June,408,394184.9,966.1394607843138
2242,1991,Quebec,7,July,318,9732.9,30.606603773584904
2243,1991,Quebec,8,August,162,32889.9,203.0240740740741
2244,1991,Quebec,9,September,32,9.6,0.3
2245,1992,Quebec,10,October,7,0.3,0.04285714285714286
2246,1992,Quebec,11,November,2,0.3,0.15
2247,1992,Quebec,4,April,44,35.3,0.8022727272727272
2248,1992,Quebec,5,May,405,5558.6,13.72493827160494
2249,1992,Quebec,6,June,180,6758.9,37.54944444444444
2250,1992,Quebec,7,July,54,1230.3,22.78333333333333
2251,1992,Quebec,8,August,59,13517.5,229.11016949152543
2252,1992,Quebec,9,September,14,10.3,0.7357142857142858
2253,1993,Quebec,10,October,4,2.0,0.5
2254,1993,Quebec,11,November,1,1.6,1.6
2255,1993,Quebec,4,April,32,25.8,0.80625
2256,1993,Quebec,5,May,188,225.6,1.2
2257,1993,Quebec,6,June,98,124307.6,1268.4448979591837
2258,1993,Quebec,7,July,129,621.0,4.813953488372093
2259,1993,Quebec,8,August,81,3050.1,37.65555555555555
2260,1993,Quebec,9,September,10,0.3,0.03
2261,1994,Quebec,10,October,46,121.9,2.65
2262,1994,Quebec,11,November,7,6.5,0.9285714285714286
2263,1994,Quebec,4,April,15,66.4,4.426666666666667
2264,1994,Quebec,5,May,218,1062.1,4.872018348623853
2265,1994,Quebec,6,June,139,114685.7,825.0769784172662
2266,1994,Quebec,7,July,27,67.8,2.511111111111111
2267,1994,Quebec,8,August,30,4.6,0.15333333333333332
2268,1994,Quebec,9,September,17,25.3,1.488235294117647
2269,1995,Quebec,10,October,23,15.9,0.691304347826087
2270,1995,Quebec,11,November,1,3.0,3.0
2271,1995,Quebec,3,March,9,7.2,0.8
2272,1995,Quebec,4,April,33,84.3,2.5545454545454547
2273,1995,Quebec,5,May,139,363.7,2.616546762589928
2274,1995,Quebec,6,June,470,451241.1,960.0874468085105
2275,1995,Quebec,7,July,170,47192.1,277.6005882352941
2276,1995,Quebec,8,August,367,228797.5,623.4264305177112
2277,1995,Quebec,9,September,53,21.9,0.4132075471698113
2278,1996,Quebec,10,October,19,5.8,0.30526315789473685
2279,1996,Quebec,11,November,1,0.4,0.4
2280,1996,Quebec,4,April,5,3.6,0.72
2281,1996,Quebec,5,May,163,384.8,2.3607361963190185
2282,1996,Quebec,6,June,706,438669.1,621.3443342776204
2283,1996,Quebec,7,July,55,192047.3,3491.7690909090907
2284,1996,Quebec,8,August,209,60464.2,289.3023923444976
2285,1996,Quebec,9,September,92,14.4,0.1565217391304348
2286,1997,Quebec,10,October,44,73.5,1.6704545454545454
2287,1997,Quebec,11,November,1,0.0,0.0
2288,1997,Quebec,4,April,21,27.3,1.3
2289,1997,Quebec,5,May,63,37.8,0.6
2290,1997,Quebec,6,June,436,385457.4,884.0766055045872
2291,1997,Quebec,7,July,143,7419.2,51.88251748251748
2292,1997,Quebec,8,August,146,63.7,0.4363013698630137
2293,1997,Quebec,9,September,22,0.3,0.013636363636363636
2294,1998,Quebec,10,October,29,150.4,5.186206896551725
2295,1998,Quebec,11,November,8,1.4,0.175
2296,1998,Quebec,4,April,115,137.6,1.1965217391304348
2297,1998,Quebec,5,May,279,27626.7,99.02043010752688
2298,1998,Quebec,6,June,112,277909.2,2481.332142857143
2299,1998,Quebec,7,July,106,112254.5,1059.004716981132
2300,1998,Quebec,8,August,171,217.9,1.2742690058479533
2301,1998,Quebec,9,September,34,9.1,0.2676470588235294
2302,1999,Quebec,10,October,5,0.0,0.0
2303,1999,Quebec,11,November,7,0.4,0.05714285714285715
2304,1999,Quebec,4,April,92,190.3,2.0684782608695653
2305,1999,Quebec,5,May,311,8657.4,27.837299035369774
2306,1999,Quebec,6,June,197,87917.9,446.2837563451776
2307,1999,Quebec,7,July,140,244.2,1.7442857142857142
2308,1999,Quebec,8,August,165,295.2,1.789090909090909
2309,1999,Quebec,9,September,120,441.8,3.6816666666666666
2310,2000,Quebec,10,October,25,8.1,0.324
2311,2000,Quebec,11,November,4,23.3,5.825
2312,2000,Quebec,3,March,1,0.0,0.0
2313,2000,Quebec,4,April,80,79.1,0.9887499999999999
2314,2000,Quebec,5,May,100,182.6,1.8259999999999998
2315,2000,Quebec,6,June,74,106.3,1.4364864864864864
2316,2000,Quebec,7,July,137,38314.0,279.66423357664235
